indice_i,id_i,w,d,day,mtb,accettato
82,83,2,3,4,20,-0.0
82,83,2,4,4,20,0.0
83,84,1,0,4,19,-0.0
83,84,1,1,4,19,-0.0
83,84,1,2,4,19,-0.0
83,84,1,3,4,19,-0.0
83,84,1,4,4,19,-0.0
83,84,2,0,4,19,-0.0
83,84,2,1,4,19,-0.0
83,84,2,2,4,19,1.0
83,84,2,3,4,19,-0.0
83,84,2,4,4,19,-0.0
84,85,1,0,4,15,-0.0
84,85,1,1,4,15,-0.0
84,85,1,2,4,15,-0.0
84,85,1,3,4,15,-0.0
84,85,1,4,4,15,1.0
84,85,2,0,4,15,-0.0
84,85,2,1,4,15,-0.0
84,85,2,2,4,15,-0.0
84,85,2,3,4,15,-0.0
84,85,2,4,4,15,0.0
85,86,1,0,4,17,-0.0
85,86,1,1,4,17,-0.0
85,86,1,2,4,17,-0.0
85,86,1,3,4,17,1.0
85,86,1,4,4,17,-0.0
85,86,2,0,4,17,-0.0
85,86,2,1,4,17,-0.0
85,86,2,2,4,17,-0.0
85,86,2,3,4,17,-0.0
85,86,2,4,4,17,0.0
86,87,1,0,4,12,-0.0
86,87,1,1,4,12,-0.0
86,87,1,2,4,12,-0.0
86,87,1,3,4,12,-0.0
86,87,1,4,4,12,-0.0
86,87,2,0,4,12,0.0
86,87,2,1,4,12,1.0
86,87,2,2,4,12,-0.0
86,87,2,3,4,12,-0.0
86,87,2,4,4,12,-0.0
87,88,1,0,4,20,-0.0
87,88,1,1,4,20,-0.0
87,88,1,2,4,20,-0.0
87,88,1,3,4,20,1.0
87,88,1,4,4,20,-0.0
87,88,2,0,4,20,-0.0
87,88,2,1,4,20,-0.0
87,88,2,2,4,20,-0.0
87,88,2,3,4,20,-0.0
87,88,2,4,4,20,0.0
88,89,1,0,4,24,-0.0
88,89,1,1,4,24,-0.0
88,89,1,2,4,24,-0.0
88,89,1,3,4,24,-0.0
88,89,1,4,4,24,-0.0
88,89,2,0,4,24,-0.0
88,89,2,1,4,24,-0.0
88,89,2,2,4,24,1.0
88,89,2,3,4,24,-0.0
88,89,2,4,4,24,-0.0
89,90,1,0,4,10,-0.0
89,90,1,1,4,10,-0.0
89,90,1,2,4,10,-0.0
89,90,1,3,4,10,-0.0
89,90,1,4,4,10,-0.0
89,90,2,0,4,10,1.0
89,90,2,1,4,10,-0.0
89,90,2,2,4,10,-0.0
89,90,2,3,4,10,-0.0
89,90,2,4,4,10,0.0
90,91,1,0,4,15,1.0
90,91,1,1,4,15,-0.0
90,91,1,2,4,15,-0.0
90,91,1,3,4,15,-0.0
90,91,1,4,4,15,0.0
90,91,2,0,4,15,-0.0
90,91,2,1,4,15,-0.0
90,91,2,2,4,15,-0.0
90,91,2,3,4,15,-0.0
90,91,2,4,4,15,-0.0
91,92,1,0,4,22,-0.0
91,92,1,1,4,22,1.0
91,92,1,2,4,22,-0.0
91,92,1,3,4,22,-0.0
91,92,1,4,4,22,-0.0
91,92,2,0,4,22,-0.0
91,92,2,1,4,22,-0.0
91,92,2,2,4,22,-0.0
91,92,2,3,4,22,-0.0
91,92,2,4,4,22,-0.0
92,93,1,0,4,6,-0.0
92,93,1,1,4,6,-0.0
92,93,1,2,4,6,-0.0
92,93,1,3,4,6,1.0
92,93,1,4,4,6,0.0
92,93,2,0,4,6,-0.0
92,93,2,1,4,6,-0.0
92,93,2,2,4,6,-0.0
92,93,2,3,4,6,-0.0
92,93,2,4,4,6,-0.0
93,94,1,0,4,20,-0.0
93,94,1,1,4,20,-0.0
93,94,1,2,4,20,-0.0
93,94,1,3,4,20,-0.0
93,94,1,4,4,20,-0.0
93,94,2,0,4,20,0.0
93,94,2,1,4,20,1.0
93,94,2,2,4,20,-0.0
93,94,2,3,4,20,-0.0
93,94,2,4,4,20,-0.0
94,95,1,0,4,14,-0.0
94,95,1,1,4,14,-0.0
94,95,1,2,4,14,1.0
94,95,1,3,4,14,-0.0
94,95,1,4,4,14,0.0
94,95,2,0,4,14,-0.0
94,95,2,1,4,14,-0.0
94,95,2,2,4,14,-0.0
94,95,2,3,4,14,-0.0
94,95,2,4,4,14,-0.0
95,96,1,0,4,11,-0.0
95,96,1,1,4,11,-0.0
95,96,1,2,4,11,0.0
95,96,1,3,4,11,-0.0
95,96,1,4,4,11,-0.0
95,96,2,0,4,11,1.0
95,96,2,1,4,11,-0.0
95,96,2,2,4,11,-0.0
95,96,2,3,4,11,-0.0
95,96,2,4,4,11,-0.0
0,97,1,0,4,9,1.0
0,97,1,1,4,9,0.0
0,97,1,2,4,9,0.0
0,97,1,3,4,9,0.0
0,97,1,4,4,9,0.0
0,97,2,0,4,9,0.0
0,97,2,1,4,9,0.0
0,97,2,2,4,9,0.0
0,97,2,3,4,9,0.0
0,97,2,4,4,9,0.0
1,98,1,0,5,9,1.0
1,98,1,1,5,9,0.0
1,98,1,2,5,9,0.0
1,98,1,3,5,9,0.0
1,98,1,4,5,9,0.0
1,98,2,0,5,9,0.0
1,98,2,1,5,9,0.0
1,98,2,2,5,9,0.0
1,98,2,3,5,9,0.0
1,98,2,4,5,9,0.0
2,99,1,0,5,10,1.0
2,99,1,1,5,10,0.0
2,99,1,2,5,10,0.0
2,99,1,3,5,10,0.0
2,99,1,4,5,10,0.0
2,99,2,0,5,10,0.0
2,99,2,1,5,10,0.0
2,99,2,2,5,10,0.0
2,99,2,3,5,10,0.0
2,99,2,4,5,10,0.0
3,100,1,0,5,9,1.0
3,100,1,1,5,9,0.0
3,100,1,2,5,9,0.0
3,100,1,3,5,9,0.0
3,100,1,4,5,9,0.0
3,100,2,0,5,9,0.0
3,100,2,1,5,9,0.0
3,100,2,2,5,9,0.0
3,100,2,3,5,9,0.0
3,100,2,4,5,9,0.0
4,101,1,0,5,15,1.0
4,101,1,1,5,15,0.0
4,101,1,2,5,15,0.0
4,101,1,3,5,15,0.0
4,101,1,4,5,15,0.0
4,101,2,0,5,15,0.0
4,101,2,1,5,15,0.0
4,101,2,2,5,15,0.0
4,101,2,3,5,15,0.0
4,101,2,4,5,15,0.0
5,102,1,0,5,10,1.0
5,102,1,1,5,10,0.0
5,102,1,2,5,10,0.0
5,102,1,3,5,10,0.0
5,102,1,4,5,10,0.0
5,102,2,0,5,10,0.0
5,102,2,1,5,10,0.0
5,102,2,2,5,10,0.0
5,102,2,3,5,10,0.0
5,102,2,4,5,10,0.0
6,103,1,0,5,14,1.0
6,103,1,1,5,14,0.0
6,103,1,2,5,14,0.0
6,103,1,3,5,14,0.0
6,103,1,4,5,14,0.0
6,103,2,0,5,14,0.0
6,103,2,1,5,14,0.0
6,103,2,2,5,14,0.0
6,103,2,3,5,14,0.0
6,103,2,4,5,14,0.0
7,104,1,0,5,23,1.0
7,104,1,1,5,23,0.0
7,104,1,2,5,23,0.0
7,104,1,3,5,23,0.0
7,104,1,4,5,23,0.0
7,104,2,0,5,23,0.0
7,104,2,1,5,23,0.0
7,104,2,2,5,23,0.0
7,104,2,3,5,23,0.0
7,104,2,4,5,23,0.0
8,105,1,0,5,15,1.0
8,105,1,1,5,15,0.0
8,105,1,2,5,15,0.0
8,105,1,3,5,15,0.0
8,105,1,4,5,15,0.0
8,105,2,0,5,15,0.0
8,105,2,1,5,15,0.0
8,105,2,2,5,15,0.0
8,105,2,3,5,15,0.0
8,105,2,4,5,15,0.0
9,106,1,0,5,15,0.0
9,106,1,1,5,15,0.0
9,106,1,2,5,15,0.0
9,106,1,3,5,15,0.0
9,106,1,4,5,15,0.0
9,106,2,0,5,15,1.0
9,106,2,1,5,15,0.0
9,106,2,2,5,15,0.0
9,106,2,3,5,15,0.0
9,106,2,4,5,15,0.0
10,107,1,0,5,14,0.0
10,107,1,1,5,14,0.0
10,107,1,2,5,14,0.0
10,107,1,3,5,14,0.0
10,107,1,4,5,14,0.0
10,107,2,0,5,14,1.0
10,107,2,1,5,14,0.0
10,107,2,2,5,14,0.0
10,107,2,3,5,14,0.0
10,107,2,4,5,14,0.0
11,108,1,0,5,13,0.0
11,108,1,1,5,13,0.0
11,108,1,2,5,13,0.0
11,108,1,3,5,13,0.0
11,108,1,4,5,13,0.0
11,108,2,0,5,13,1.0
11,108,2,1,5,13,0.0
11,108,2,2,5,13,0.0
11,108,2,3,5,13,0.0
11,108,2,4,5,13,0.0
12,109,1,0,5,19,0.0
12,109,1,1,5,19,0.0
12,109,1,2,5,19,0.0
12,109,1,3,5,19,0.0
12,109,1,4,5,19,0.0
12,109,2,0,5,19,1.0
12,109,2,1,5,19,0.0
12,109,2,2,5,19,0.0
12,109,2,3,5,19,0.0
12,109,2,4,5,19,0.0
13,110,1,0,5,24,0.0
13,110,1,1,5,24,0.0
13,110,1,2,5,24,0.0
13,110,1,3,5,24,0.0
13,110,1,4,5,24,0.0
13,110,2,0,5,24,1.0
13,110,2,1,5,24,0.0
13,110,2,2,5,24,0.0
13,110,2,3,5,24,0.0
13,110,2,4,5,24,0.0
14,111,1,0,5,11,1.0
14,111,1,1,5,11,0.0
14,111,1,2,5,11,0.0
14,111,1,3,5,11,0.0
14,111,1,4,5,11,0.0
14,111,2,0,5,11,0.0
14,111,2,1,5,11,0.0
14,111,2,2,5,11,0.0
14,111,2,3,5,11,0.0
14,111,2,4,5,11,0.0
15,112,1,0,5,17,0.0
15,112,1,1,5,17,0.0
15,112,1,2,5,17,0.0
15,112,1,3,5,17,0.0
15,112,1,4,5,17,0.0
15,112,2,0,5,17,1.0
15,112,2,1,5,17,0.0
15,112,2,2,5,17,0.0
15,112,2,3,5,17,0.0
15,112,2,4,5,17,0.0
16,113,1,0,5,11,0.0
16,113,1,1,5,11,0.0
16,113,1,2,5,11,0.0
16,113,1,3,5,11,0.0
16,113,1,4,5,11,0.0
16,113,2,0,5,11,1.0
16,113,2,1,5,11,0.0
16,113,2,2,5,11,0.0
16,113,2,3,5,11,0.0
16,113,2,4,5,11,0.0
17,114,1,0,5,11,0.0
17,114,1,1,5,11,0.0
17,114,1,2,5,11,0.0
17,114,1,3,5,11,0.0
17,114,1,4,5,11,0.0
17,114,2,0,5,11,1.0
17,114,2,1,5,11,0.0
17,114,2,2,5,11,0.0
17,114,2,3,5,11,0.0
17,114,2,4,5,11,0.0
18,115,1,0,5,13,0.0
18,115,1,1,5,13,0.0
18,115,1,2,5,13,0.0
18,115,1,3,5,13,0.0
18,115,1,4,5,13,0.0
18,115,2,0,5,13,1.0
18,115,2,1,5,13,0.0
18,115,2,2,5,13,0.0
18,115,2,3,5,13,0.0
18,115,2,4,5,13,0.0
19,116,1,0,5,18,0.0
19,116,1,1,5,18,0.0
19,116,1,2,5,18,0.0
19,116,1,3,5,18,0.0
19,116,1,4,5,18,0.0
19,116,2,0,5,18,1.0
19,116,2,1,5,18,0.0
19,116,2,2,5,18,0.0
19,116,2,3,5,18,0.0
19,116,2,4,5,18,0.0
20,117,1,0,5,18,0.0
20,117,1,1,5,18,0.0
20,117,1,2,5,18,0.0
20,117,1,3,5,18,0.0
20,117,1,4,5,18,0.0
20,117,2,0,5,18,1.0
20,117,2,1,5,18,0.0
20,117,2,2,5,18,0.0
20,117,2,3,5,18,0.0
20,117,2,4,5,18,0.0
21,118,1,0,5,5,0.0
21,118,1,1,5,5,1.0
21,118,1,2,5,5,0.0
21,118,1,3,5,5,0.0
21,118,1,4,5,5,0.0
21,118,2,0,5,5,0.0
21,118,2,1,5,5,0.0
21,118,2,2,5,5,0.0
21,118,2,3,5,5,0.0
21,118,2,4,5,5,0.0
22,119,1,0,5,19,0.0
22,119,1,1,5,19,1.0
22,119,1,2,5,19,0.0
22,119,1,3,5,19,0.0
22,119,1,4,5,19,0.0
22,119,2,0,5,19,0.0
22,119,2,1,5,19,0.0
22,119,2,2,5,19,0.0
22,119,2,3,5,19,0.0
22,119,2,4,5,19,0.0
23,120,1,0,5,21,0.0
23,120,1,1,5,21,1.0
23,120,1,2,5,21,0.0
23,120,1,3,5,21,0.0
23,120,1,4,5,21,0.0
23,120,2,0,5,21,0.0
23,120,2,1,5,21,0.0
23,120,2,2,5,21,0.0
23,120,2,3,5,21,0.0
23,120,2,4,5,21,0.0
24,121,1,0,6,27,0.0
24,121,1,1,6,27,1.0
24,121,1,2,6,27,0.0
24,121,1,3,6,27,0.0
24,121,1,4,6,27,0.0
24,121,2,0,6,27,0.0
24,121,2,1,6,27,0.0
24,121,2,2,6,27,0.0
24,121,2,3,6,27,0.0
24,121,2,4,6,27,0.0
25,122,1,0,6,20,0.0
25,122,1,1,6,20,1.0
25,122,1,2,6,20,0.0
25,122,1,3,6,20,0.0
25,122,1,4,6,20,0.0
25,122,2,0,6,20,0.0
25,122,2,1,6,20,0.0
25,122,2,2,6,20,0.0
25,122,2,3,6,20,0.0
25,122,2,4,6,20,0.0
26,123,1,0,6,15,0.0
26,123,1,1,6,15,1.0
26,123,1,2,6,15,0.0
26,123,1,3,6,15,0.0
26,123,1,4,6,15,0.0
26,123,2,0,6,15,0.0
26,123,2,1,6,15,0.0
26,123,2,2,6,15,0.0
26,123,2,3,6,15,0.0
26,123,2,4,6,15,0.0
27,124,1,0,6,7,0.0
27,124,1,1,6,7,1.0
27,124,1,2,6,7,0.0
27,124,1,3,6,7,0.0
27,124,1,4,6,7,0.0
27,124,2,0,6,7,0.0
27,124,2,1,6,7,0.0
27,124,2,2,6,7,0.0
27,124,2,3,6,7,0.0
27,124,2,4,6,7,0.0
28,125,1,0,6,22,0.0
28,125,1,1,6,22,1.0
28,125,1,2,6,22,0.0
28,125,1,3,6,22,0.0
28,125,1,4,6,22,0.0
28,125,2,0,6,22,0.0
28,125,2,1,6,22,0.0
28,125,2,2,6,22,0.0
28,125,2,3,6,22,0.0
28,125,2,4,6,22,0.0
29,126,1,0,6,7,0.0
29,126,1,1,6,7,1.0
29,126,1,2,6,7,0.0
29,126,1,3,6,7,0.0
29,126,1,4,6,7,0.0
29,126,2,0,6,7,0.0
29,126,2,1,6,7,0.0
29,126,2,2,6,7,0.0
29,126,2,3,6,7,0.0
29,126,2,4,6,7,0.0
30,127,1,0,6,15,0.0
30,127,1,1,6,15,1.0
30,127,1,2,6,15,0.0
30,127,1,3,6,15,0.0
30,127,1,4,6,15,0.0
30,127,2,0,6,15,0.0
30,127,2,1,6,15,0.0
30,127,2,2,6,15,0.0
30,127,2,3,6,15,0.0
30,127,2,4,6,15,0.0
31,128,1,0,6,16,0.0
31,128,1,1,6,16,0.0
31,128,1,2,6,16,0.0
31,128,1,3,6,16,0.0
31,128,1,4,6,16,0.0
31,128,2,0,6,16,0.0
31,128,2,1,6,16,1.0
31,128,2,2,6,16,0.0
31,128,2,3,6,16,0.0
31,128,2,4,6,16,0.0
32,129,1,0,6,16,0.0
32,129,1,1,6,16,0.0
32,129,1,2,6,16,0.0
32,129,1,3,6,16,0.0
32,129,1,4,6,16,0.0
32,129,2,0,6,16,0.0
32,129,2,1,6,16,1.0
32,129,2,2,6,16,0.0
32,129,2,3,6,16,0.0
32,129,2,4,6,16,0.0
33,130,1,0,6,12,0.0
33,130,1,1,6,12,0.0
33,130,1,2,6,12,0.0
33,130,1,3,6,12,0.0
33,130,1,4,6,12,0.0
33,130,2,0,6,12,0.0
33,130,2,1,6,12,1.0
33,130,2,2,6,12,0.0
33,130,2,3,6,12,0.0
33,130,2,4,6,12,0.0
34,131,1,0,6,17,0.0
34,131,1,1,6,17,0.0
34,131,1,2,6,17,0.0
34,131,1,3,6,17,0.0
34,131,1,4,6,17,0.0
34,131,2,0,6,17,0.0
34,131,2,1,6,17,1.0
34,131,2,2,6,17,0.0
34,131,2,3,6,17,0.0
34,131,2,4,6,17,0.0
35,132,1,0,6,10,0.0
35,132,1,1,6,10,0.0
35,132,1,2,6,10,0.0
35,132,1,3,6,10,0.0
35,132,1,4,6,10,0.0
35,132,2,0,6,10,0.0
35,132,2,1,6,10,1.0
35,132,2,2,6,10,0.0
35,132,2,3,6,10,0.0
35,132,2,4,6,10,0.0
36,133,1,0,6,0,0.0
36,133,1,1,6,0,0.0
36,133,1,2,6,0,0.0
36,133,1,3,6,0,0.0
36,133,1,4,6,0,0.0
36,133,2,0,6,0,0.0
36,133,2,1,6,0,1.0
36,133,2,2,6,0,0.0
36,133,2,3,6,0,0.0
36,133,2,4,6,0,0.0
37,134,1,0,6,23,0.0
37,134,1,1,6,23,0.0
37,134,1,2,6,23,0.0
37,134,1,3,6,23,0.0
37,134,1,4,6,23,0.0
37,134,2,0,6,23,0.0
37,134,2,1,6,23,1.0
37,134,2,2,6,23,0.0
37,134,2,3,6,23,0.0
37,134,2,4,6,23,0.0
38,135,1,0,6,25,0.0
38,135,1,1,6,25,0.0
38,135,1,2,6,25,0.0
38,135,1,3,6,25,0.0
38,135,1,4,6,25,0.0
38,135,2,0,6,25,0.0
38,135,2,1,6,25,1.0
38,135,2,2,6,25,0.0
38,135,2,3,6,25,0.0
38,135,2,4,6,25,0.0
39,136,1,0,6,17,0.0
39,136,1,1,6,17,0.0
39,136,1,2,6,17,1.0
39,136,1,3,6,17,0.0
39,136,1,4,6,17,0.0
39,136,2,0,6,17,0.0
39,136,2,1,6,17,0.0
39,136,2,2,6,17,0.0
39,136,2,3,6,17,0.0
39,136,2,4,6,17,0.0
40,137,1,0,6,20,0.0
40,137,1,1,6,20,0.0
40,137,1,2,6,20,0.0
40,137,1,3,6,20,0.0
40,137,1,4,6,20,0.0
40,137,2,0,6,20,0.0
40,137,2,1,6,20,1.0
40,137,2,2,6,20,0.0
40,137,2,3,6,20,0.0
40,137,2,4,6,20,0.0
41,138,1,0,6,17,0.0
41,138,1,1,6,17,0.0
41,138,1,2,6,17,1.0
41,138,1,3,6,17,0.0
41,138,1,4,6,17,0.0
41,138,2,0,6,17,0.0
41,138,2,1,6,17,0.0
41,138,2,2,6,17,0.0
41,138,2,3,6,17,0.0
41,138,2,4,6,17,0.0
42,139,1,0,6,20,0.0
42,139,1,1,6,20,0.0
42,139,1,2,6,20,1.0
42,139,1,3,6,20,0.0
42,139,1,4,6,20,0.0
42,139,2,0,6,20,0.0
42,139,2,1,6,20,0.0
42,139,2,2,6,20,0.0
42,139,2,3,6,20,0.0
42,139,2,4,6,20,0.0
43,140,1,0,6,8,0.0
43,140,1,1,6,8,0.0
43,140,1,2,6,8,1.0
43,140,1,3,6,8,0.0
43,140,1,4,6,8,0.0
43,140,2,0,6,8,0.0
43,140,2,1,6,8,0.0
43,140,2,2,6,8,0.0
43,140,2,3,6,8,0.0
43,140,2,4,6,8,0.0
44,141,1,0,6,14,0.0
44,141,1,1,6,14,0.0
44,141,1,2,6,14,1.0
44,141,1,3,6,14,0.0
44,141,1,4,6,14,0.0
44,141,2,0,6,14,0.0
44,141,2,1,6,14,0.0
44,141,2,2,6,14,0.0
44,141,2,3,6,14,0.0
44,141,2,4,6,14,0.0
45,142,1,0,6,17,0.0
45,142,1,1,6,17,0.0
45,142,1,2,6,17,1.0
45,142,1,3,6,17,0.0
45,142,1,4,6,17,0.0
45,142,2,0,6,17,0.0
45,142,2,1,6,17,0.0
45,142,2,2,6,17,0.0
45,142,2,3,6,17,0.0
45,142,2,4,6,17,0.0
46,143,1,0,6,9,0.0
46,143,1,1,6,9,0.0
46,143,1,2,6,9,1.0
46,143,1,3,6,9,0.0
46,143,1,4,6,9,0.0
46,143,2,0,6,9,0.0
46,143,2,1,6,9,0.0
46,143,2,2,6,9,0.0
46,143,2,3,6,9,0.0
46,143,2,4,6,9,0.0
47,144,1,0,6,13,0.0
47,144,1,1,6,13,0.0
47,144,1,2,6,13,1.0
47,144,1,3,6,13,0.0
47,144,1,4,6,13,0.0
47,144,2,0,6,13,0.0
47,144,2,1,6,13,0.0
47,144,2,2,6,13,0.0
47,144,2,3,6,13,0.0
47,144,2,4,6,13,0.0
48,145,1,0,6,17,0.0
48,145,1,1,6,17,0.0
48,145,1,2,6,17,0.0
48,145,1,3,6,17,0.0
48,145,1,4,6,17,0.0
48,145,2,0,6,17,0.0
48,145,2,1,6,17,0.0
48,145,2,2,6,17,1.0
48,145,2,3,6,17,0.0
48,145,2,4,6,17,0.0
49,146,1,0,7,6,0.0
49,146,1,1,7,6,0.0
49,146,1,2,7,6,0.0
49,146,1,3,7,6,0.0
49,146,1,4,7,6,0.0
49,146,2,0,7,6,0.0
49,146,2,1,7,6,0.0
49,146,2,2,7,6,1.0
49,146,2,3,7,6,0.0
49,146,2,4,7,6,0.0
50,147,1,0,7,21,0.0
50,147,1,1,7,21,0.0
50,147,1,2,7,21,0.0
50,147,1,3,7,21,0.0
50,147,1,4,7,21,0.0
50,147,2,0,7,21,0.0
50,147,2,1,7,21,0.0
50,147,2,2,7,21,1.0
50,147,2,3,7,21,0.0
50,147,2,4,7,21,0.0
51,148,1,0,7,7,0.0
51,148,1,1,7,7,0.0
51,148,1,2,7,7,0.0
51,148,1,3,7,7,0.0
51,148,1,4,7,7,0.0
51,148,2,0,7,7,0.0
51,148,2,1,7,7,0.0
51,148,2,2,7,7,1.0
51,148,2,3,7,7,0.0
51,148,2,4,7,7,0.0
52,149,1,0,7,18,0.0
52,149,1,1,7,18,0.0
52,149,1,2,7,18,0.0
52,149,1,3,7,18,0.0
52,149,1,4,7,18,0.0
52,149,2,0,7,18,0.0
52,149,2,1,7,18,0.0
52,149,2,2,7,18,1.0
52,149,2,3,7,18,0.0
52,149,2,4,7,18,0.0
53,150,1,0,7,14,0.0
53,150,1,1,7,14,0.0
53,150,1,2,7,14,0.0
53,150,1,3,7,14,0.0
53,150,1,4,7,14,0.0
53,150,2,0,7,14,0.0
53,150,2,1,7,14,0.0
53,150,2,2,7,14,1.0
53,150,2,3,7,14,0.0
53,150,2,4,7,14,0.0
54,151,1,0,7,13,0.0
54,151,1,1,7,13,0.0
54,151,1,2,7,13,0.0
54,151,1,3,7,13,0.0
54,151,1,4,7,13,0.0
54,151,2,0,7,13,0.0
54,151,2,1,7,13,0.0
54,151,2,2,7,13,1.0
54,151,2,3,7,13,0.0
54,151,2,4,7,13,0.0
55,152,1,0,7,7,0.0
55,152,1,1,7,7,0.0
55,152,1,2,7,7,0.0
55,152,1,3,7,7,0.0
55,152,1,4,7,7,0.0
55,152,2,0,7,7,0.0
55,152,2,1,7,7,0.0
55,152,2,2,7,7,1.0
55,152,2,3,7,7,0.0
55,152,2,4,7,7,0.0
56,153,1,0,7,22,0.0
56,153,1,1,7,22,0.0
56,153,1,2,7,22,0.0
56,153,1,3,7,22,0.0
56,153,1,4,7,22,0.0
56,153,2,0,7,22,0.0
56,153,2,1,7,22,0.0
56,153,2,2,7,22,1.0
56,153,2,3,7,22,0.0
56,153,2,4,7,22,0.0
57,154,1,0,7,21,0.0
57,154,1,1,7,21,0.0
57,154,1,2,7,21,0.0
57,154,1,3,7,21,0.0
57,154,1,4,7,21,0.0
57,154,2,0,7,21,0.0
57,154,2,1,7,21,0.0
57,154,2,2,7,21,1.0
57,154,2,3,7,21,0.0
57,154,2,4,7,21,0.0
58,155,1,0,7,23,0.0
58,155,1,1,7,23,0.0
58,155,1,2,7,23,0.0
58,155,1,3,7,23,1.0
58,155,1,4,7,23,0.0
58,155,2,0,7,23,0.0
58,155,2,1,7,23,0.0
58,155,2,2,7,23,0.0
58,155,2,3,7,23,0.0
58,155,2,4,7,23,0.0
59,156,1,0,7,16,0.0
59,156,1,1,7,16,1.0
59,156,1,2,7,16,0.0
59,156,1,3,7,16,0.0
59,156,1,4,7,16,0.0
59,156,2,0,7,16,0.0
59,156,2,1,7,16,0.0
59,156,2,2,7,16,0.0
59,156,2,3,7,16,0.0
59,156,2,4,7,16,0.0
60,157,1,0,7,14,0.0
60,157,1,1,7,14,0.0
60,157,1,2,7,14,0.0
60,157,1,3,7,14,1.0
60,157,1,4,7,14,0.0
60,157,2,0,7,14,0.0
60,157,2,1,7,14,0.0
60,157,2,2,7,14,0.0
60,157,2,3,7,14,0.0
60,157,2,4,7,14,0.0
61,158,1,0,7,10,0.0
61,158,1,1,7,10,0.0
61,158,1,2,7,10,0.0
61,158,1,3,7,10,1.0
61,158,1,4,7,10,0.0
61,158,2,0,7,10,0.0
61,158,2,1,7,10,0.0
61,158,2,2,7,10,0.0
61,158,2,3,7,10,0.0
61,158,2,4,7,10,0.0
62,159,1,0,7,23,0.0
62,159,1,1,7,23,0.0
62,159,1,2,7,23,0.0
62,159,1,3,7,23,1.0
62,159,1,4,7,23,0.0
62,159,2,0,7,23,0.0
62,159,2,1,7,23,0.0
62,159,2,2,7,23,0.0
62,159,2,3,7,23,0.0
62,159,2,4,7,23,0.0
63,160,1,0,7,16,0.0
63,160,1,1,7,16,0.0
63,160,1,2,7,16,0.0
63,160,1,3,7,16,1.0
63,160,1,4,7,16,0.0
63,160,2,0,7,16,0.0
63,160,2,1,7,16,0.0
63,160,2,2,7,16,0.0
63,160,2,3,7,16,0.0
63,160,2,4,7,16,0.0
64,161,1,0,7,16,0.0
64,161,1,1,7,16,0.0
64,161,1,2,7,16,0.0
64,161,1,3,7,16,1.0
64,161,1,4,7,16,0.0
64,161,2,0,7,16,0.0
64,161,2,1,7,16,0.0
64,161,2,2,7,16,0.0
64,161,2,3,7,16,0.0
64,161,2,4,7,16,0.0
65,162,1,0,7,18,0.0
65,162,1,1,7,18,0.0
65,162,1,2,7,18,0.0
65,162,1,3,7,18,1.0
65,162,1,4,7,18,0.0
65,162,2,0,7,18,0.0
65,162,2,1,7,18,0.0
65,162,2,2,7,18,0.0
65,162,2,3,7,18,0.0
65,162,2,4,7,18,0.0
66,163,1,0,7,17,0.0
66,163,1,1,7,17,0.0
66,163,1,2,7,17,0.0
66,163,1,3,7,17,1.0
66,163,1,4,7,17,0.0
66,163,2,0,7,17,0.0
66,163,2,1,7,17,0.0
66,163,2,2,7,17,0.0
66,163,2,3,7,17,0.0
66,163,2,4,7,17,0.0
67,164,1,0,7,20,0.0
67,164,1,1,7,20,0.0
67,164,1,2,7,20,0.0
67,164,1,3,7,20,1.0
67,164,1,4,7,20,0.0
67,164,2,0,7,20,0.0
67,164,2,1,7,20,0.0
67,164,2,2,7,20,0.0
67,164,2,3,7,20,0.0
67,164,2,4,7,20,0.0
68,165,1,0,7,3,0.0
68,165,1,1,7,3,0.0
68,165,1,2,7,3,1.0
68,165,1,3,7,3,0.0
68,165,1,4,7,3,0.0
68,165,2,0,7,3,0.0
68,165,2,1,7,3,0.0
68,165,2,2,7,3,0.0
68,165,2,3,7,3,0.0
68,165,2,4,7,3,0.0
69,166,1,0,8,22,0.0
69,166,1,1,8,22,0.0
69,166,1,2,8,22,0.0
69,166,1,3,8,22,0.0
69,166,1,4,8,22,0.0
69,166,2,0,8,22,0.0
69,166,2,1,8,22,0.0
69,166,2,2,8,22,0.0
69,166,2,3,8,22,1.0
69,166,2,4,8,22,0.0
0,167,1,0,8,6,1.0
0,167,1,1,8,6,0.0
0,167,1,2,8,6,0.0
0,167,1,3,8,6,0.0
0,167,1,4,8,6,0.0
0,167,2,0,8,6,0.0
0,167,2,1,8,6,0.0
0,167,2,2,8,6,0.0
0,167,2,3,8,6,0.0
0,167,2,4,8,6,0.0
1,168,1,0,8,10,1.0
1,168,1,1,8,10,0.0
1,168,1,2,8,10,0.0
1,168,1,3,8,10,0.0
1,168,1,4,8,10,0.0
1,168,2,0,8,10,0.0
1,168,2,1,8,10,0.0
1,168,2,2,8,10,0.0
1,168,2,3,8,10,0.0
1,168,2,4,8,10,0.0
2,169,1,0,8,9,1.0
2,169,1,1,8,9,0.0
2,169,1,2,8,9,0.0
2,169,1,3,8,9,0.0
2,169,1,4,8,9,0.0
2,169,2,0,8,9,0.0
2,169,2,1,8,9,0.0
2,169,2,2,8,9,0.0
2,169,2,3,8,9,0.0
2,169,2,4,8,9,0.0
3,170,1,0,8,20,1.0
3,170,1,1,8,20,0.0
3,170,1,2,8,20,0.0
3,170,1,3,8,20,0.0
